"VAR","Variable","COU","Country","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"FELL_SALV","Volumes salvaged","DNK","Denmark","2014","2014","M3","Cubic metres","3","Thousands",,,52,,
"FELL_SALV","Volumes salvaged","DNK","Denmark","2015","2015","M3","Cubic metres","3","Thousands",,,76,,
"FELL_SALV","Volumes salvaged","DNK","Denmark","2016","2016","M3","Cubic metres","3","Thousands",,,95,,
"FELL_SALV","Volumes salvaged","DNK","Denmark","2017","2017","M3","Cubic metres","3","Thousands",,,130.064,,
"FELL_SALV","Volumes salvaged","DNK","Denmark","2018","2018","M3","Cubic metres","3","Thousands",,,200,,
"FELL_SALV","Volumes salvaged","DNK","Denmark","2019","2019","M3","Cubic metres","3","Thousands",,,204,,
"FELL_SALV","Volumes salvaged","DNK","Denmark","2020","2020","M3","Cubic metres","3","Thousands",,,180,,
"FELL_SALV","Volumes salvaged","DNK","Denmark","2021","2021","M3","Cubic metres","3","Thousands",,,143,,
"FELL_SALV","Volumes salvaged","FIN","Finland","2001","2001","M3","Cubic metres","3","Thousands",,,600,"B","Break"
"FELL_SALV","Volumes salvaged","FIN","Finland","2002","2002","M3","Cubic metres","3","Thousands",,,600,,
"FELL_SALV","Volumes salvaged","FIN","Finland","2003","2003","M3","Cubic metres","3","Thousands",,,600,,
"FELL_SALV","Volumes salvaged","FIN","Finland","2004","2004","M3","Cubic metres","3","Thousands",,,600,,
"FELL_SALV","Volumes salvaged","FIN","Finland","2005","2005","M3","Cubic metres","3","Thousands",,,600,,
"FELL_SALV","Volumes salvaged","FIN","Finland","2006","2006","M3","Cubic metres","3","Thousands",,,600,,
"FELL_SALV","Volumes salvaged","FIN","Finland","2007","2007","M3","Cubic metres","3","Thousands",,,600,,
"FELL_SALV","Volumes salvaged","FIN","Finland","2008","2008","M3","Cubic metres","3","Thousands",,,600,,
"FELL_SALV","Volumes salvaged","FIN","Finland","2009","2009","M3","Cubic metres","3","Thousands",,,900,,
"FELL_SALV","Volumes salvaged","FIN","Finland","2010","2010","M3","Cubic metres","3","Thousands",,,900,,
"FELL_SALV","Volumes salvaged","FIN","Finland","2011","2011","M3","Cubic metres","3","Thousands",,,900,,
"FELL_SALV","Volumes salvaged","FIN","Finland","2012","2012","M3","Cubic metres","3","Thousands",,,900,,
"FELL_SALV","Volumes salvaged","FIN","Finland","2013","2013","M3","Cubic metres","3","Thousands",,,900,,
"FELL_SALV","Volumes salvaged","FIN","Finland","2014","2014","M3","Cubic metres","3","Thousands",,,700,,
"FELL_SALV","Volumes salvaged","FIN","Finland","2015","2015","M3","Cubic metres","3","Thousands",,,700,,
"FELL_SALV","Volumes salvaged","FIN","Finland","2016","2016","M3","Cubic metres","3","Thousands",,,700,,
"FELL_SALV","Volumes salvaged","FIN","Finland","2017","2017","M3","Cubic metres","3","Thousands",,,700,,
"FELL_SALV","Volumes salvaged","FIN","Finland","2018","2018","M3","Cubic metres","3","Thousands",,,700,,
"FELL_SALV","Volumes salvaged","FIN","Finland","2019","2019","M3","Cubic metres","3","Thousands",,,700,,
"FELL_SALV","Volumes salvaged","FIN","Finland","2020","2020","M3","Cubic metres","3","Thousands",,,700,,
"FELL_SALV","Volumes salvaged","FIN","Finland","2021","2021","M3","Cubic metres","3","Thousands",,,700,,
"FELL_SALV","Volumes salvaged","HUN","Hungary","1990","1990","M3","Cubic metres","3","Thousands",,,1470,"E","Estimated value"
"FELL_SALV","Volumes salvaged","HUN","Hungary","1995","1995","M3","Cubic metres","3","Thousands",,,1181,"E","Estimated value"
"FELL_SALV","Volumes salvaged","HUN","Hungary","1996","1996","M3","Cubic metres","3","Thousands",,,1283,"E","Estimated value"
"FELL_SALV","Volumes salvaged","HUN","Hungary","1997","1997","M3","Cubic metres","3","Thousands",,,1309,"E","Estimated value"
"FELL_SALV","Volumes salvaged","HUN","Hungary","1998","1998","M3","Cubic metres","3","Thousands",,,1309,"E","Estimated value"
"FELL_SALV","Volumes salvaged","HUN","Hungary","1999","1999","M3","Cubic metres","3","Thousands",,,1177,"E","Estimated value"
"FELL_SALV","Volumes salvaged","HUN","Hungary","2000","2000","M3","Cubic metres","3","Thousands",,,1385,"E","Estimated value"
"FELL_SALV","Volumes salvaged","HUN","Hungary","2001","2001","M3","Cubic metres","3","Thousands",,,1201,"E","Estimated value"
"FELL_SALV","Volumes salvaged","HUN","Hungary","2002","2002","M3","Cubic metres","3","Thousands",,,1177,"E","Estimated value"
"FELL_SALV","Volumes salvaged","HUN","Hungary","2003","2003","M3","Cubic metres","3","Thousands",,,1301,"E","Estimated value"
"FELL_SALV","Volumes salvaged","HUN","Hungary","2004","2004","M3","Cubic metres","3","Thousands",,,1434,"E","Estimated value"
"FELL_SALV","Volumes salvaged","HUN","Hungary","2005","2005","M3","Cubic metres","3","Thousands",,,1227,"E","Estimated value"
"FELL_SALV","Volumes salvaged","HUN","Hungary","2006","2006","M3","Cubic metres","3","Thousands",,,1092,"E","Estimated value"
"FELL_SALV","Volumes salvaged","HUN","Hungary","2007","2007","M3","Cubic metres","3","Thousands",,,969,"E","Estimated value"
"FELL_SALV","Volumes salvaged","HUN","Hungary","2008","2008","M3","Cubic metres","3","Thousands",,,1067,"E","Estimated value"
"FELL_SALV","Volumes salvaged","HUN","Hungary","2009","2009","M3","Cubic metres","3","Thousands",,,884,"E","Estimated value"
"FELL_SALV","Volumes salvaged","HUN","Hungary","2010","2010","M3","Cubic metres","3","Thousands",,,1018,"E","Estimated value"
"FELL_SALV","Volumes salvaged","HUN","Hungary","2011","2011","M3","Cubic metres","3","Thousands",,,1130,"E","Estimated value"
"FELL_SALV","Volumes salvaged","HUN","Hungary","2012","2012","M3","Cubic metres","3","Thousands",,,1121,"E","Estimated value"
"FELL_SALV","Volumes salvaged","HUN","Hungary","2013","2013","M3","Cubic metres","3","Thousands",,,1144,"E","Estimated value"
"FELL_SALV","Volumes salvaged","HUN","Hungary","2014","2014","M3","Cubic metres","3","Thousands",,,1113,"E","Estimated value"
"FELL_SALV","Volumes salvaged","HUN","Hungary","2015","2015","M3","Cubic metres","3","Thousands",,,1010,"E","Estimated value"
"FELL_SALV","Volumes salvaged","HUN","Hungary","2016","2016","M3","Cubic metres","3","Thousands",,,1162,"E","Estimated value"
"FELL_SALV","Volumes salvaged","HUN","Hungary","2017","2017","M3","Cubic metres","3","Thousands",,,1259,"E","Estimated value"
"FELL_SALV","Volumes salvaged","HUN","Hungary","2018","2018","M3","Cubic metres","3","Thousands",,,1286,"E","Estimated value"
"FELL_SALV","Volumes salvaged","HUN","Hungary","2019","2019","M3","Cubic metres","3","Thousands",,,1141,"E","Estimated value"
"FELL_SALV","Volumes salvaged","KOR","Korea","2006","2006","M3","Cubic metres","3","Thousands",,,289,,
"FELL_SALV","Volumes salvaged","KOR","Korea","2007","2007","M3","Cubic metres","3","Thousands",,,99,,
"FELL_SALV","Volumes salvaged","KOR","Korea","2008","2008","M3","Cubic metres","3","Thousands",,,49,,
"FELL_SALV","Volumes salvaged","KOR","Korea","2009","2009","M3","Cubic metres","3","Thousands",,,23,,
"FELL_SALV","Volumes salvaged","KOR","Korea","2010","2010","M3","Cubic metres","3","Thousands",,,100,,
"FELL_SALV","Volumes salvaged","KOR","Korea","2011","2011","M3","Cubic metres","3","Thousands",,,322,,
"FELL_SALV","Volumes salvaged","KOR","Korea","2012","2012","M3","Cubic metres","3","Thousands",,,356,,
"FELL_SALV","Volumes salvaged","KOR","Korea","2013","2013","M3","Cubic metres","3","Thousands",,,537,,
"FELL_SALV","Volumes salvaged","KOR","Korea","2014","2014","M3","Cubic metres","3","Thousands",,,624,,
"FELL_SALV","Volumes salvaged","KOR","Korea","2015","2015","M3","Cubic metres","3","Thousands",,,457,,
"FELL_SALV","Volumes salvaged","KOR","Korea","2016","2016","M3","Cubic metres","3","Thousands",,,712,,
"FELL_SALV","Volumes salvaged","KOR","Korea","2017","2017","M3","Cubic metres","3","Thousands",,,802,,
"FELL_SALV","Volumes salvaged","KOR","Korea","2018","2018","M3","Cubic metres","3","Thousands",,,720,,
"FELL_SALV","Volumes salvaged","KOR","Korea","2019","2019","M3","Cubic metres","3","Thousands",,,728,,
"FELL_SALV","Volumes salvaged","KOR","Korea","2020","2020","M3","Cubic metres","3","Thousands",,,610,,
"FELL_SALV","Volumes salvaged","KOR","Korea","2021","2021","M3","Cubic metres","3","Thousands",,,367,,
"FELL_SALV","Volumes salvaged","LUX","Luxembourg","2011","2011","M3","Cubic metres","3","Thousands",,,0,,
"FELL_SALV","Volumes salvaged","LUX","Luxembourg","2012","2012","M3","Cubic metres","3","Thousands",,,0,,
"FELL_SALV","Volumes salvaged","LUX","Luxembourg","2013","2013","M3","Cubic metres","3","Thousands",,,0,,
"FELL_SALV","Volumes salvaged","LUX","Luxembourg","2014","2014","M3","Cubic metres","3","Thousands",,,14,,
"FELL_SALV","Volumes salvaged","LUX","Luxembourg","2015","2015","M3","Cubic metres","3","Thousands",,,0,,
"FELL_SALV","Volumes salvaged","LUX","Luxembourg","2016","2016","M3","Cubic metres","3","Thousands",,,0,,
"FELL_SALV","Volumes salvaged","LUX","Luxembourg","2017","2017","M3","Cubic metres","3","Thousands",,,0,,
"FELL_SALV","Volumes salvaged","LUX","Luxembourg","2018","2018","M3","Cubic metres","3","Thousands",,,0,,
"FELL_SALV","Volumes salvaged","LUX","Luxembourg","2019","2019","M3","Cubic metres","3","Thousands",,,0,,
"FELL_SALV","Volumes salvaged","NLD","Netherlands","2010","2010","M3","Cubic metres","3","Thousands",,,50,"n","National estimates"
"FELL_SALV","Volumes salvaged","NLD","Netherlands","2013","2013","M3","Cubic metres","3","Thousands",,,37,,
"FELL_SALV","Volumes salvaged","NLD","Netherlands","2017","2017","M3","Cubic metres","3","Thousands",,,36.5,,
"FELL_SALV","Volumes salvaged","NLD","Netherlands","2018","2018","M3","Cubic metres","3","Thousands",,,36.5,,
"FELL_SALV","Volumes salvaged","NLD","Netherlands","2019","2019","M3","Cubic metres","3","Thousands",,,36.5,,
"FELL_SALV","Volumes salvaged","NLD","Netherlands","2020","2020","M3","Cubic metres","3","Thousands",,,36.4,,
"FELL_SALV","Volumes salvaged","PRT","Portugal","1990","1990","M3","Cubic metres","3","Thousands",,,693,,
"FELL_SALV","Volumes salvaged","PRT","Portugal","1995","1995","M3","Cubic metres","3","Thousands",,,200,,
"FELL_SALV","Volumes salvaged","PRT","Portugal","2000","2000","M3","Cubic metres","3","Thousands",,,632,,
"FELL_SALV","Volumes salvaged","PRT","Portugal","2001","2001","M3","Cubic metres","3","Thousands",,,595.492,,
"FELL_SALV","Volumes salvaged","PRT","Portugal","2002","2002","M3","Cubic metres","3","Thousands",,,575.057,,
"FELL_SALV","Volumes salvaged","PRT","Portugal","2003","2003","M3","Cubic metres","3","Thousands",,,635.089,,
"FELL_SALV","Volumes salvaged","PRT","Portugal","2004","2004","M3","Cubic metres","3","Thousands",,,716.064,,
"FELL_SALV","Volumes salvaged","PRT","Portugal","2005","2005","M3","Cubic metres","3","Thousands",,,711,,
"FELL_SALV","Volumes salvaged","PRT","Portugal","2006","2006","M3","Cubic metres","3","Thousands",,,706.537,,
"FELL_SALV","Volumes salvaged","PRT","Portugal","2007","2007","M3","Cubic metres","3","Thousands",,,709.242,,
"FELL_SALV","Volumes salvaged","PRT","Portugal","2008","2008","M3","Cubic metres","3","Thousands",,,662.983,,
"FELL_SALV","Volumes salvaged","PRT","Portugal","2009","2009","M3","Cubic metres","3","Thousands",,,709.242,,
"FELL_SALV","Volumes salvaged","SVK","Slovak Republic","1990","1990","M3","Cubic metres","3","Thousands",,,2604,,
"FELL_SALV","Volumes salvaged","SVK","Slovak Republic","1995","1995","M3","Cubic metres","3","Thousands",,,2986,,
"FELL_SALV","Volumes salvaged","SVK","Slovak Republic","2000","2000","M3","Cubic metres","3","Thousands",,,3021,,
"FELL_SALV","Volumes salvaged","SVK","Slovak Republic","2001","2001","M3","Cubic metres","3","Thousands",,,2442,,
"FELL_SALV","Volumes salvaged","SVK","Slovak Republic","2002","2002","M3","Cubic metres","3","Thousands",,,2158,,
"FELL_SALV","Volumes salvaged","SVK","Slovak Republic","2003","2003","M3","Cubic metres","3","Thousands",,,2676,,
"FELL_SALV","Volumes salvaged","SVK","Slovak Republic","2004","2004","M3","Cubic metres","3","Thousands",,,2916,,
"FELL_SALV","Volumes salvaged","SVK","Slovak Republic","2005","2005","M3","Cubic metres","3","Thousands",,,6533,,
"FELL_SALV","Volumes salvaged","SVK","Slovak Republic","2006","2006","M3","Cubic metres","3","Thousands",,,4266,,
"FELL_SALV","Volumes salvaged","SVK","Slovak Republic","2007","2007","M3","Cubic metres","3","Thousands",,,4701,,
"FELL_SALV","Volumes salvaged","SVK","Slovak Republic","2008","2008","M3","Cubic metres","3","Thousands",,,6115,,
"FELL_SALV","Volumes salvaged","SVK","Slovak Republic","2009","2009","M3","Cubic metres","3","Thousands",,,5586,,
"FELL_SALV","Volumes salvaged","SVK","Slovak Republic","2010","2010","M3","Cubic metres","3","Thousands",,,6159,,
"FELL_SALV","Volumes salvaged","SVK","Slovak Republic","2011","2011","M3","Cubic metres","3","Thousands",,,4992,,
"FELL_SALV","Volumes salvaged","SVK","Slovak Republic","2012","2012","M3","Cubic metres","3","Thousands",,,3504,,
"FELL_SALV","Volumes salvaged","SVK","Slovak Republic","2013","2013","M3","Cubic metres","3","Thousands",,,3110,,
"FELL_SALV","Volumes salvaged","SVK","Slovak Republic","2014","2014","M3","Cubic metres","3","Thousands",,,6142,,
"FELL_SALV","Volumes salvaged","SVK","Slovak Republic","2015","2015","M3","Cubic metres","3","Thousands",,,5213,,
"FELL_SALV","Volumes salvaged","SVK","Slovak Republic","2016","2016","M3","Cubic metres","3","Thousands",,,4690,,
"FELL_SALV","Volumes salvaged","SVK","Slovak Republic","2017","2017","M3","Cubic metres","3","Thousands",,,4941,,
"FELL_SALV","Volumes salvaged","SVK","Slovak Republic","2018","2018","M3","Cubic metres","3","Thousands",,,5724,,
"FELL_SALV","Volumes salvaged","SVK","Slovak Republic","2019","2019","M3","Cubic metres","3","Thousands",,,5154,,
"FELL_SALV","Volumes salvaged","SVK","Slovak Republic","2020","2020","M3","Cubic metres","3","Thousands",,,3534,,
"FELL_SALV","Volumes salvaged","SVK","Slovak Republic","2021","2021","M3","Cubic metres","3","Thousands",,,2918,,
"FELL_SALV","Volumes salvaged","SWE","Sweden","1990","1990","M3","Cubic metres","3","Thousands",,,1700,,
"FELL_SALV","Volumes salvaged","SWE","Sweden","2000","2000","M3","Cubic metres","3","Thousands",,,2120,,
"FELL_SALV","Volumes salvaged","SWE","Sweden","2005","2005","M3","Cubic metres","3","Thousands",,,7312.93,,
"FELL_SALV","Volumes salvaged","SWE","Sweden","2010","2010","M3","Cubic metres","3","Thousands",,,2456.325,,
"FELL_SALV","Volumes salvaged","SWE","Sweden","2015","2015","M3","Cubic metres","3","Thousands",,,3934.939,,
"FELL_SALV","Volumes salvaged","CHE","Switzerland","2000","2000","M3","Cubic metres","3","Thousands",,,3038,,
"FELL_SALV","Volumes salvaged","CHE","Switzerland","2005","2005","M3","Cubic metres","3","Thousands",,,1990,,
"FELL_SALV","Volumes salvaged","CHE","Switzerland","2010","2010","M3","Cubic metres","3","Thousands",,,900,,
"FELL_SALV","Volumes salvaged","CHE","Switzerland","2015","2015","M3","Cubic metres","3","Thousands",,,900,,
"FELL_SALV","Volumes salvaged","CHE","Switzerland","2018","2018","M3","Cubic metres","3","Thousands",,,900,,
"FELL_SALV","Volumes salvaged","TUR","Türkiye","2009","2009","M3","Cubic metres","3","Thousands",,,4170,,
"FELL_SALV","Volumes salvaged","TUR","Türkiye","2010","2010","M3","Cubic metres","3","Thousands",,,2717,,
"FELL_SALV","Volumes salvaged","TUR","Türkiye","2011","2011","M3","Cubic metres","3","Thousands",,,3245,,
"FELL_SALV","Volumes salvaged","TUR","Türkiye","2012","2012","M3","Cubic metres","3","Thousands",,,3073,,
"FELL_SALV","Volumes salvaged","TUR","Türkiye","2013","2013","M3","Cubic metres","3","Thousands",,,4014,,
"FELL_SALV","Volumes salvaged","TUR","Türkiye","2014","2014","M3","Cubic metres","3","Thousands",,,2567,,
"FELL_SALV","Volumes salvaged","TUR","Türkiye","2015","2015","M3","Cubic metres","3","Thousands",,,5246,,
"FELL_SALV","Volumes salvaged","TUR","Türkiye","2016","2016","M3","Cubic metres","3","Thousands",,,3324,,
"FELL_SALV","Volumes salvaged","TUR","Türkiye","2017","2017","M3","Cubic metres","3","Thousands",,,2763,,
"FELL_SALV","Volumes salvaged","TUR","Türkiye","2018","2018","M3","Cubic metres","3","Thousands",,,3273,,
"FELL_SALV","Volumes salvaged","TUR","Türkiye","2019","2019","M3","Cubic metres","3","Thousands",,,2810,,
"FELL_SALV","Volumes salvaged","TUR","Türkiye","2020","2020","M3","Cubic metres","3","Thousands",,,3090,,
"FELL_SALV","Volumes salvaged","TUR","Türkiye","2021","2021","M3","Cubic metres","3","Thousands",,,8219,,
"FELL_SALV","Volumes salvaged","USA","United States","1991","1991","M3","Cubic metres","3","Thousands",,,110551.59,,
"FELL_SALV","Volumes salvaged","USA","United States","1996","1996","M3","Cubic metres","3","Thousands",,,41306.12,,
"FELL_SALV","Volumes salvaged","USA","United States","2001","2001","M3","Cubic metres","3","Thousands",,,43886.67,,
"FELL_SALV","Volumes salvaged","USA","United States","2006","2006","M3","Cubic metres","3","Thousands",,,39984.09,,
"FELL_SALV","Volumes salvaged","USA","United States","2011","2011","M3","Cubic metres","3","Thousands",,,32957.57,,
"FELL_SALV","Volumes salvaged","USA","United States","2016","2016","M3","Cubic metres","3","Thousands",,,36040.33,,
"FELL_SALV","Volumes salvaged","CHL","Chile","1990","1990","M3","Cubic metres","3","Thousands",,,38.43,,
"FELL_SALV","Volumes salvaged","CHL","Chile","2000","2000","M3","Cubic metres","3","Thousands",,,177.55,,
"FELL_SALV","Volumes salvaged","CHL","Chile","2005","2005","M3","Cubic metres","3","Thousands",,,122.6,,
"FELL_SALV","Volumes salvaged","CHL","Chile","2009","2009","M3","Cubic metres","3","Thousands",,,330.7,,
"FELL_SALV","Volumes salvaged","CHL","Chile","2017","2017","M3","Cubic metres","3","Thousands",,,6553,,
"FELL_SALV","Volumes salvaged","EST","Estonia","1999","1999","M3","Cubic metres","3","Thousands",,,510.898,,
"FELL_SALV","Volumes salvaged","EST","Estonia","2000","2000","M3","Cubic metres","3","Thousands",,,508.749,,
"FELL_SALV","Volumes salvaged","EST","Estonia","2001","2001","M3","Cubic metres","3","Thousands",,,484.688,,
"FELL_SALV","Volumes salvaged","EST","Estonia","2002","2002","M3","Cubic metres","3","Thousands",,,382.473,,
"FELL_SALV","Volumes salvaged","EST","Estonia","2003","2003","M3","Cubic metres","3","Thousands",,,590.6,,
"FELL_SALV","Volumes salvaged","EST","Estonia","2004","2004","M3","Cubic metres","3","Thousands",,,693.862,,
"FELL_SALV","Volumes salvaged","EST","Estonia","2005","2005","M3","Cubic metres","3","Thousands",,,890.61,,
"FELL_SALV","Volumes salvaged","EST","Estonia","2006","2006","M3","Cubic metres","3","Thousands",,,589.999,,
"FELL_SALV","Volumes salvaged","EST","Estonia","2007","2007","M3","Cubic metres","3","Thousands",,,477.053,,
"FELL_SALV","Volumes salvaged","EST","Estonia","2008","2008","M3","Cubic metres","3","Thousands",,,342.652,,
"FELL_SALV","Volumes salvaged","EST","Estonia","2009","2009","M3","Cubic metres","3","Thousands",,,573.612,,
"FELL_SALV","Volumes salvaged","EST","Estonia","2010","2010","M3","Cubic metres","3","Thousands",,,665.765,,
"FELL_SALV","Volumes salvaged","EST","Estonia","2011","2011","M3","Cubic metres","3","Thousands",,,816.267,,
"FELL_SALV","Volumes salvaged","EST","Estonia","2012","2012","M3","Cubic metres","3","Thousands",,,911.876,,
"FELL_SALV","Volumes salvaged","EST","Estonia","2013","2013","M3","Cubic metres","3","Thousands",,,774.618,,
"FELL_SALV","Volumes salvaged","EST","Estonia","2014","2014","M3","Cubic metres","3","Thousands",,,656.947,,
"FELL_SALV","Volumes salvaged","EST","Estonia","2015","2015","M3","Cubic metres","3","Thousands",,,487.989,,
"FELL_SALV","Volumes salvaged","EST","Estonia","2016","2016","M3","Cubic metres","3","Thousands",,,731.905,,
"FELL_SALV","Volumes salvaged","EST","Estonia","2017","2017","M3","Cubic metres","3","Thousands",,,773.024,,
"FELL_SALV","Volumes salvaged","EST","Estonia","2018","2018","M3","Cubic metres","3","Thousands",,,774,,
"FELL_SALV","Volumes salvaged","EST","Estonia","2019","2019","M3","Cubic metres","3","Thousands",,,572,,
"FELL_SALV","Volumes salvaged","EST","Estonia","2020","2020","M3","Cubic metres","3","Thousands",,,636,,
"FELL_SALV","Volumes salvaged","EST","Estonia","2021","2021","M3","Cubic metres","3","Thousands",,,800,,
"NET_FELL","Net fellings","AUS","Australia","1990","1990","M3","Cubic metres","3","Thousands",,,17295,,
"NET_FELL","Net fellings","AUS","Australia","1995","1995","M3","Cubic metres","3","Thousands",,,19560,,
"NET_FELL","Net fellings","AUS","Australia","2000","2000","M3","Cubic metres","3","Thousands",,,24407,,
"NET_FELL","Net fellings","AUS","Australia","2005","2005","M3","Cubic metres","3","Thousands",,,26998,,
"NET_FELL","Net fellings","AUS","Australia","2009","2009","M3","Cubic metres","3","Thousands",,,25624,,
"NET_FELL","Net fellings","AUS","Australia","2015","2015","M3","Cubic metres","3","Thousands",,,27290,,
"NET_FELL","Net fellings","AUS","Australia","2016","2016","M3","Cubic metres","3","Thousands",,,30083.02,,
"NET_FELL","Net fellings","AUS","Australia","2017","2017","M3","Cubic metres","3","Thousands",,,33206.18,,
"NET_FELL","Net fellings","AUS","Australia","2018","2018","M3","Cubic metres","3","Thousands",,,32939.3,,
"NET_FELL","Net fellings","AUS","Australia","2019","2019","M3","Cubic metres","3","Thousands",,,32599.47,,
"NET_FELL","Net fellings","AUS","Australia","2020","2020","M3","Cubic metres","3","Thousands",,,29481.11,,
"NET_FELL","Net fellings","AUS","Australia","2021","2021","M3","Cubic metres","3","Thousands",,,27097.154,,
"NET_FELL","Net fellings","CZE","Czechia","1990","1990","M3","Cubic metres","3","Thousands",,,3889,,
"NET_FELL","Net fellings","CZE","Czechia","1991","1991","M3","Cubic metres","3","Thousands",,,4225,,
"NET_FELL","Net fellings","CZE","Czechia","1992","1992","M3","Cubic metres","3","Thousands",,,4932,,
"NET_FELL","Net fellings","CZE","Czechia","1993","1993","M3","Cubic metres","3","Thousands",,,2556,,
"NET_FELL","Net fellings","CZE","Czechia","1994","1994","M3","Cubic metres","3","Thousands",,,2957,,
"NET_FELL","Net fellings","CZE","Czechia","1995","1995","M3","Cubic metres","3","Thousands",,,4998,,
"NET_FELL","Net fellings","CZE","Czechia","1996","1996","M3","Cubic metres","3","Thousands",,,6350,,
"NET_FELL","Net fellings","CZE","Czechia","1997","1997","M3","Cubic metres","3","Thousands",,,8826,,
"NET_FELL","Net fellings","CZE","Czechia","1998","1998","M3","Cubic metres","3","Thousands",,,11251,,
"NET_FELL","Net fellings","CZE","Czechia","1999","1999","M3","Cubic metres","3","Thousands",,,11600,,
"NET_FELL","Net fellings","CZE","Czechia","2000","2000","M3","Cubic metres","3","Thousands",,,12361,,
"NET_FELL","Net fellings","CZE","Czechia","2001","2001","M3","Cubic metres","3","Thousands",,,13301,,
"NET_FELL","Net fellings","CZE","Czechia","2002","2002","M3","Cubic metres","3","Thousands",,,11447,,
"NET_FELL","Net fellings","CZE","Czechia","2003","2003","M3","Cubic metres","3","Thousands",,,7699,,
"NET_FELL","Net fellings","CZE","Czechia","2004","2004","M3","Cubic metres","3","Thousands",,,11329,,
"NET_FELL","Net fellings","CZE","Czechia","2005","2005","M3","Cubic metres","3","Thousands",,,12159,,
"NET_FELL","Net fellings","CZE","Czechia","2006","2006","M3","Cubic metres","3","Thousands",,,10697,,
"NET_FELL","Net fellings","CZE","Czechia","2007","2007","M3","Cubic metres","3","Thousands",,,4016,,
"NET_FELL","Net fellings","CZE","Czechia","2008","2008","M3","Cubic metres","3","Thousands",,,6027,,
"NET_FELL","Net fellings","CZE","Czechia","2009","2009","M3","Cubic metres","3","Thousands",,,9831,,
"NET_FELL","Net fellings","CZE","Czechia","2010","2010","M3","Cubic metres","3","Thousands",,,11815,,
"NET_FELL","Net fellings","CZE","Czechia","2011","2011","M3","Cubic metres","3","Thousands",,,12813,,
"NET_FELL","Net fellings","CZE","Czechia","2012","2012","M3","Cubic metres","3","Thousands",,,13104,,
"NET_FELL","Net fellings","CZE","Czechia","2013","2013","M3","Cubic metres","3","Thousands",,,12283,,
"NET_FELL","Net fellings","CZE","Czechia","2014","2014","M3","Cubic metres","3","Thousands",,,12135,,
"NET_FELL","Net fellings","CZE","Czechia","2015","2015","M3","Cubic metres","3","Thousands",,,8877,,
"NET_FELL","Net fellings","CZE","Czechia","2016","2016","M3","Cubic metres","3","Thousands",,,9108,,
"NET_FELL","Net fellings","CZE","Czechia","2017","2017","M3","Cubic metres","3","Thousands",,,8472,,
"NET_FELL","Net fellings","CZE","Czechia","2018","2018","M3","Cubic metres","3","Thousands",,,2966,,
"NET_FELL","Net fellings","CZE","Czechia","2019","2019","M3","Cubic metres","3","Thousands",,,1819,,
"NET_FELL","Net fellings","CZE","Czechia","2020","2020","M3","Cubic metres","3","Thousands",,,2041,,
"NET_FELL","Net fellings","CZE","Czechia","2021","2021","M3","Cubic metres","3","Thousands",,,4408,,
"NET_FELL","Net fellings","DNK","Denmark","2012","2012","M3","Cubic metres","3","Thousands",,,3944,,
"NET_FELL","Net fellings","DNK","Denmark","2013","2013","M3","Cubic metres","3","Thousands",,,4157,,
"NET_FELL","Net fellings","DNK","Denmark","2014","2014","M3","Cubic metres","3","Thousands",,,4293,,
"NET_FELL","Net fellings","DNK","Denmark","2015","2015","M3","Cubic metres","3","Thousands",,,3755,,
"NET_FELL","Net fellings","DNK","Denmark","2016","2016","M3","Cubic metres","3","Thousands",,,3844,,
"NET_FELL","Net fellings","DNK","Denmark","2017","2017","M3","Cubic metres","3","Thousands",,,4140.718,,
"NET_FELL","Net fellings","DNK","Denmark","2018","2018","M3","Cubic metres","3","Thousands",,,4081,,
"NET_FELL","Net fellings","DNK","Denmark","2019","2019","M3","Cubic metres","3","Thousands",,,3634,,
"NET_FELL","Net fellings","DNK","Denmark","2020","2020","M3","Cubic metres","3","Thousands",,,3834,,
"NET_FELL","Net fellings","DNK","Denmark","2021","2021","M3","Cubic metres","3","Thousands",,,3564,,
"NET_FELL","Net fellings","FIN","Finland","1990","1990","M3","Cubic metres","3","Thousands",,,53828,,
"NET_FELL","Net fellings","FIN","Finland","1991","1991","M3","Cubic metres","3","Thousands",,,43359,,
"NET_FELL","Net fellings","FIN","Finland","1992","1992","M3","Cubic metres","3","Thousands",,,49692,,
"NET_FELL","Net fellings","FIN","Finland","1993","1993","M3","Cubic metres","3","Thousands",,,52499,,
"NET_FELL","Net fellings","FIN","Finland","1994","1994","M3","Cubic metres","3","Thousands",,,60370,,
"NET_FELL","Net fellings","FIN","Finland","1995","1995","M3","Cubic metres","3","Thousands",,,62284,,
"NET_FELL","Net fellings","FIN","Finland","1996","1996","M3","Cubic metres","3","Thousands",,,57689,,
"NET_FELL","Net fellings","FIN","Finland","1997","1997","M3","Cubic metres","3","Thousands",,,64478.36,,
"NET_FELL","Net fellings","FIN","Finland","1998","1998","M3","Cubic metres","3","Thousands",,,67339.02,,
"NET_FELL","Net fellings","FIN","Finland","1999","1999","M3","Cubic metres","3","Thousands",,,67874.68,,
"NET_FELL","Net fellings","FIN","Finland","2000","2000","M3","Cubic metres","3","Thousands",,,69129.34,,
