Entity,Code,Year,Wheat yield
Cyprus,CYP,1971,1.1827999
Cyprus,CYP,1972,1.0126
Cyprus,CYP,1973,0.0482
Cyprus,CYP,1974,1.11
Cyprus,CYP,1975,1.2150999
Cyprus,CYP,1976,1.201
Cyprus,CYP,1977,0.85209996
Cyprus,CYP,1978,1.2657
Cyprus,CYP,1979,1.1616
Cyprus,CYP,1980,1.3713
Cyprus,CYP,1981,1.2268
Cyprus,CYP,1982,1.1977999
Cyprus,CYP,1983,1.1934
Cyprus,CYP,1984,1.495
Cyprus,CYP,1985,1.7702999
Cyprus,CYP,1986,1.2785
Cyprus,CYP,1987,2.4026
Cyprus,CYP,1988,2.429
Cyprus,CYP,1989,1.4952999
Cyprus,CYP,1990,2.0392
Cyprus,CYP,1991,1.1429
Cyprus,CYP,1992,2.1
Cyprus,CYP,1993,2.34
Cyprus,CYP,1994,2.4241998
Cyprus,CYP,1995,3.0137
Cyprus,CYP,1996,3.5135
Cyprus,CYP,1997,2.1905
Cyprus,CYP,1998,1.9828
Cyprus,CYP,1999,2.1211998
Cyprus,CYP,2000,1.6259999
Cyprus,CYP,2001,1.9444
Cyprus,CYP,2002,2.1864
Cyprus,CYP,2003,1.9764999
Cyprus,CYP,2004,1.3328999
Cyprus,CYP,2005,1.757
Cyprus,CYP,2006,1.3951
Cyprus,CYP,2007,2.0261
Cyprus,CYP,2008,0.49539998
Cyprus,CYP,2009,2.5498998
Cyprus,CYP,2010,2.4115
Cyprus,CYP,2011,2.2412999
Cyprus,CYP,2012,2.6811
Cyprus,CYP,2013,2.1935
Cyprus,CYP,2014,0.7245
Cyprus,CYP,2015,2.954
Cyprus,CYP,2016,0.82299995
Cyprus,CYP,2017,1.912
Cyprus,CYP,2018,1.5029
Cyprus,CYP,2019,2.7828
Cyprus,CYP,2020,2.5816
Cyprus,CYP,2021,2.1317
Czechia,CZE,1993,4.2349997
Czechia,CZE,1994,4.58
Czechia,CZE,1995,4.6015997
Czechia,CZE,1996,4.6671
Czechia,CZE,1997,4.41
Czechia,CZE,1998,4.2142997
Czechia,CZE,1999,4.6457
Czechia,CZE,2000,4.2085
Czechia,CZE,2001,4.8483
Czechia,CZE,2002,4.5551
Czechia,CZE,2003,4.0684
Czechia,CZE,2004,5.8419
Czechia,CZE,2005,5.0522
Czechia,CZE,2006,4.4865
Czechia,CZE,2007,4.857
Czechia,CZE,2008,5.7725997
Czechia,CZE,2009,5.2425
Czechia,CZE,2010,4.9923997
Czechia,CZE,2011,5.6921
Czechia,CZE,2012,4.3156
Czechia,CZE,2013,5.6675997
Czechia,CZE,2014,6.5104
Czechia,CZE,2015,6.3559
Czechia,CZE,2016,6.4958997
Czechia,CZE,2017,5.6705
Czechia,CZE,2018,5.3896
Czechia,CZE,2019,5.7325
Czechia,CZE,2020,6.1389
Czechia,CZE,2021,6.3213997
Czechoslovakia,OWID_CZS,1961,2.5997
Czechoslovakia,OWID_CZS,1962,2.4549
Czechoslovakia,OWID_CZS,1963,2.4634
Czechoslovakia,OWID_CZS,1964,2.2180998
Czechoslovakia,OWID_CZS,1965,2.4211
Czechoslovakia,OWID_CZS,1966,2.5293
Czechoslovakia,OWID_CZS,1967,2.7129998
Czechoslovakia,OWID_CZS,1968,3.161
Czechoslovakia,OWID_CZS,1969,3.0983999
Czechoslovakia,OWID_CZS,1970,2.9456
Czechoslovakia,OWID_CZS,1971,3.5263
Czechoslovakia,OWID_CZS,1972,3.3685
Czechoslovakia,OWID_CZS,1973,3.7768998
Czechoslovakia,OWID_CZS,1974,3.9942
Czechoslovakia,OWID_CZS,1975,3.5735
Czechoslovakia,OWID_CZS,1976,3.7672
Czechoslovakia,OWID_CZS,1977,4.0706
Czechoslovakia,OWID_CZS,1978,4.4097
Czechoslovakia,OWID_CZS,1979,3.4227998
Czechoslovakia,OWID_CZS,1980,4.5311
Czechoslovakia,OWID_CZS,1981,3.9917998
Czechoslovakia,OWID_CZS,1982,4.3122
Czechoslovakia,OWID_CZS,1983,4.8926
Czechoslovakia,OWID_CZS,1984,5.1362
Czechoslovakia,OWID_CZS,1985,4.9816
Czechoslovakia,OWID_CZS,1986,4.4031
Czechoslovakia,OWID_CZS,1987,5.0783997
Czechoslovakia,OWID_CZS,1988,5.2826
Czechoslovakia,OWID_CZS,1989,5.1315
Czechoslovakia,OWID_CZS,1990,5.4212
Czechoslovakia,OWID_CZS,1991,5.1526
Czechoslovakia,OWID_CZS,1992,4.5957
Democratic Republic of Congo,COD,1961,0.709
Democratic Republic of Congo,COD,1962,0.98999995
Democratic Republic of Congo,COD,1963,0.964
Democratic Republic of Congo,COD,1964,1.028
Democratic Republic of Congo,COD,1965,1
Democratic Republic of Congo,COD,1966,1.1
Democratic Republic of Congo,COD,1967,0.9341
Democratic Republic of Congo,COD,1968,1
Democratic Republic of Congo,COD,1969,1.14
Democratic Republic of Congo,COD,1970,0.53
Democratic Republic of Congo,COD,1971,0.4919
Democratic Republic of Congo,COD,1972,0.434
Democratic Republic of Congo,COD,1973,0.49609998
Democratic Republic of Congo,COD,1974,0.6296
Democratic Republic of Congo,COD,1975,0.64809996
Democratic Republic of Congo,COD,1976,0.6667
Democratic Republic of Congo,COD,1977,0.6364
Democratic Republic of Congo,COD,1978,0.6667
Democratic Republic of Congo,COD,1979,0.5918
Democratic Republic of Congo,COD,1980,0.6078
Democratic Republic of Congo,COD,1981,0.5962
Democratic Republic of Congo,COD,1982,0.5926
Democratic Republic of Congo,COD,1983,0.6071
Democratic Republic of Congo,COD,1984,0.5965
Democratic Republic of Congo,COD,1985,0.5862
Democratic Republic of Congo,COD,1986,1.1633999
Democratic Republic of Congo,COD,1987,0.92999995
Democratic Republic of Congo,COD,1988,0.91529995
Democratic Republic of Congo,COD,1989,0.9264
Democratic Republic of Congo,COD,1990,0.9259
Democratic Republic of Congo,COD,1991,0.9255
Democratic Republic of Congo,COD,1992,1.2356
Democratic Republic of Congo,COD,1993,1.2803
Democratic Republic of Congo,COD,1994,1.2813
Democratic Republic of Congo,COD,1995,1.2929
Democratic Republic of Congo,COD,1996,1.2901
Democratic Republic of Congo,COD,1997,1.2894
Democratic Republic of Congo,COD,1998,1.2903999
Democratic Republic of Congo,COD,1999,1.285
Democratic Republic of Congo,COD,2000,1.2849
Democratic Republic of Congo,COD,2001,1.285
Democratic Republic of Congo,COD,2002,1.2872
Democratic Republic of Congo,COD,2003,1.2128999
Democratic Republic of Congo,COD,2004,1.2842
Democratic Republic of Congo,COD,2005,1.285
Democratic Republic of Congo,COD,2006,1.2849
Democratic Republic of Congo,COD,2007,1.2849
Democratic Republic of Congo,COD,2008,1.2849
Democratic Republic of Congo,COD,2009,1.2851
Democratic Republic of Congo,COD,2010,1.2853999
Democratic Republic of Congo,COD,2011,1.2986
Democratic Republic of Congo,COD,2012,1.3116
Democratic Republic of Congo,COD,2013,1.3044
Democratic Republic of Congo,COD,2014,1.3034999
Democratic Republic of Congo,COD,2015,1.3090999
Democratic Republic of Congo,COD,2016,1.288
Democratic Republic of Congo,COD,2017,1.2587999
Democratic Republic of Congo,COD,2018,1.234
Democratic Republic of Congo,COD,2019,1.2147
Democratic Republic of Congo,COD,2020,1.125
Democratic Republic of Congo,COD,2021,1.125
Denmark,DNK,1850,1.2
Denmark,DNK,1911,3.31
Denmark,DNK,1934,2.8100002
Denmark,DNK,1950,3.65
Denmark,DNK,1961,4.1205
Denmark,DNK,1962,4.183
Denmark,DNK,1963,3.6697998
Denmark,DNK,1964,4.2257
Denmark,DNK,1965,4.4572997
Denmark,DNK,1966,4.2752
Denmark,DNK,1967,4.6524997
Denmark,DNK,1968,4.8136997
Denmark,DNK,1969,4.3615
Denmark,DNK,1970,4.4859
Denmark,DNK,1971,4.8538
Denmark,DNK,1972,4.3939
Denmark,DNK,1973,4.4129
Denmark,DNK,1974,5.3501997
Denmark,DNK,1975,5.1017
Denmark,DNK,1976,4.6837
Denmark,DNK,1977,5.2207
Denmark,DNK,1978,5.2704997
Denmark,DNK,1979,5.1615996
Denmark,DNK,1980,4.6842
Denmark,DNK,1981,5.558
Denmark,DNK,1982,6.673
Denmark,DNK,1983,6.4003997
Denmark,DNK,1984,7.323
Denmark,DNK,1985,5.8255997
Denmark,DNK,1986,6.1684
Denmark,DNK,1987,5.7474
Denmark,DNK,1988,6.7521
Denmark,DNK,1989,7.2534
Denmark,DNK,1990,7.4179997
Denmark,DNK,1991,7.0748997
Denmark,DNK,1992,6.151
Denmark,DNK,1993,6.9790998
Denmark,DNK,1994,6.4947996
Denmark,DNK,1995,7.5632997
Denmark,DNK,1996,6.9863997
Denmark,DNK,1997,7.2057
Denmark,DNK,1998,7.2475996
Denmark,DNK,1999,7.0074
Denmark,DNK,2000,7.4796996
Denmark,DNK,2001,7.3559
Denmark,DNK,2002,7.0344996
Denmark,DNK,2003,7.0768
Denmark,DNK,2004,7.1405997
Denmark,DNK,2005,7.2328
Denmark,DNK,2006,6.9964
Denmark,DNK,2007,6.561
Denmark,DNK,2008,7.8637996
Denmark,DNK,2009,8.0373
Denmark,DNK,2010,6.6264
Denmark,DNK,2011,6.4672
Denmark,DNK,2012,7.3687
Denmark,DNK,2013,7.2991996
Denmark,DNK,2014,7.7833
Denmark,DNK,2015,7.9526997
Denmark,DNK,2016,7.2067
Denmark,DNK,2017,8.2409
Denmark,DNK,2018,6.1624
Denmark,DNK,2019,8.0957
Denmark,DNK,2020,8.0987
Denmark,DNK,2021,7.5267
Eastern Africa (FAO),,1961,0.7486
Eastern Africa (FAO),,1962,0.7374
Eastern Africa (FAO),,1963,0.76269996
Eastern Africa (FAO),,1964,0.7712
Eastern Africa (FAO),,1965,0.81259996
Eastern Africa (FAO),,1966,0.7926
Eastern Africa (FAO),,1967,0.8157
Eastern Africa (FAO),,1968,0.8689
Eastern Africa (FAO),,1969,0.89059997
Eastern Africa (FAO),,1970,0.89089996
Eastern Africa (FAO),,1971,0.90989995
Eastern Africa (FAO),,1972,0.9041
Eastern Africa (FAO),,1973,0.9669
Eastern Africa (FAO),,1974,1.0078
Eastern Africa (FAO),,1975,1.0963
Eastern Africa (FAO),,1976,1.2645
Eastern Africa (FAO),,1977,1.3464
Eastern Africa (FAO),,1978,1.2312
Eastern Africa (FAO),,1979,1.3059
Eastern Africa (FAO),,1980,1.3974
Eastern Africa (FAO),,1981,1.4872
Eastern Africa (FAO),,1982,1.3579999
Eastern Africa (FAO),,1983,1.5049
Eastern Africa (FAO),,1984,1.2441
Eastern Africa (FAO),,1985,1.3705
Eastern Africa (FAO),,1986,1.3616999
Eastern Africa (FAO),,1987,1.446
Eastern Africa (FAO),,1988,1.5060999
Eastern Africa (FAO),,1989,1.5825
Eastern Africa (FAO),,1990,1.7286999
Eastern Africa (FAO),,1991,1.7760999
Eastern Africa (FAO),,1992,1.5439
Eastern Africa (FAO),,1993,1.7386
Eastern Africa (FAO),,1994,1.4948
Eastern Africa (FAO),,1995,1.4748
Eastern Africa (FAO),,1996,1.4945999
Eastern Africa (FAO),,1997,1.5253999
Eastern Africa (FAO),,1998,1.5891999
Eastern Africa (FAO),,1999,1.3701
Eastern Africa (FAO),,2000,1.3254
Eastern Africa (FAO),,2001,1.5289999
Eastern Africa (FAO),,2002,1.6516
Eastern Africa (FAO),,2003,1.6115999
Eastern Africa (FAO),,2004,1.6902
Eastern Africa (FAO),,2005,1.7629
Eastern Africa (FAO),,2006,1.6896
Eastern Africa (FAO),,2007,1.7794
Eastern Africa (FAO),,2008,1.7269
Eastern Africa (FAO),,2009,1.7713
Eastern Africa (FAO),,2010,1.9778999
Eastern Africa (FAO),,2011,2.0321
Eastern Africa (FAO),,2012,2.1713
Eastern Africa (FAO),,2013,2.4289
Eastern Africa (FAO),,2014,2.4378
Eastern Africa (FAO),,2015,2.654
Eastern Africa (FAO),,2016,2.4965
Eastern Africa (FAO),,2017,2.5767999
Eastern Africa (FAO),,2018,2.6696
Eastern Africa (FAO),,2019,2.8973
Eastern Africa (FAO),,2020,2.9689
Eastern Africa (FAO),,2021,2.6399999
Eastern Asia (FAO),,1961,0.61469996
Eastern Asia (FAO),,1962,0.7467
Eastern Asia (FAO),,1963,0.79109997
Eastern Asia (FAO),,1964,0.8574
Eastern Asia (FAO),,1965,1.0504999
Eastern Asia (FAO),,1966,1.0770999
Eastern Asia (FAO),,1967,1.1458
Eastern Asia (FAO),,1968,1.1334
Eastern Asia (FAO),,1969,1.0945
Eastern Asia (FAO),,1970,1.151
Eastern Asia (FAO),,1971,1.2766
Eastern Asia (FAO),,1972,1.3637999
Eastern Asia (FAO),,1973,1.3343999
Eastern Asia (FAO),,1974,1.5065
Eastern Asia (FAO),,1975,1.6367999
Eastern Asia (FAO),,1976,1.7662
Eastern Asia (FAO),,1977,1.4619
Eastern Asia (FAO),,1978,1.8326
Eastern Asia (FAO),,1979,2.123
Eastern Asia (FAO),,1980,1.88
Eastern Asia (FAO),,1981,2.0916998
Eastern Asia (FAO),,1982,2.4342
Eastern Asia (FAO),,1983,2.7809
Eastern Asia (FAO),,1984,2.9369
Eastern Asia (FAO),,1985,2.9147
Eastern Asia (FAO),,1986,3.0153
Eastern Asia (FAO),,1987,2.9514
Eastern Asia (FAO),,1988,2.9429998
Eastern Asia (FAO),,1989,3.0133
Eastern Asia (FAO),,1990,3.1575
Eastern Asia (FAO),,1991,3.0604
Eastern Asia (FAO),,1992,3.2853
Eastern Asia (FAO),,1993,3.4705
Eastern Asia (FAO),,1994,3.3832998
Eastern Asia (FAO),,1995,3.4993
Eastern Asia (FAO),,1996,3.6913
Eastern Asia (FAO),,1997,4.0586
Eastern Asia (FAO),,1998,3.6509
Eastern Asia (FAO),,1999,3.9096
Eastern Asia (FAO),,2000,3.7124999
Eastern Asia (FAO),,2001,3.7767
Eastern Asia (FAO),,2002,3.7473
Eastern Asia (FAO),,2003,3.8994
Eastern Asia (FAO),,2004,4.218
Eastern Asia (FAO),,2005,4.2426
Eastern Asia (FAO),,2006,4.5622997
Eastern Asia (FAO),,2007,4.5803
Eastern Asia (FAO),,2008,4.729
Eastern Asia (FAO),,2009,4.6868997
Eastern Asia (FAO),,2010,4.6895
Eastern Asia (FAO),,2011,4.7791
Eastern Asia (FAO),,2012,4.9309
Eastern Asia (FAO),,2013,4.9955997
Eastern Asia (FAO),,2014,5.1856
Eastern Asia (FAO),,2015,5.3101
Eastern Asia (FAO),,2016,5.3185
Eastern Asia (FAO),,2017,5.4165998
Eastern Asia (FAO),,2018,5.3441
Eastern Asia (FAO),,2019,5.5525
Eastern Asia (FAO),,2020,5.6544
Eastern Asia (FAO),,2021,5.7184
Eastern Europe (FAO),,1961,1.0649999
Eastern Europe (FAO),,1962,1.055
Eastern Europe (FAO),,1963,0.8175
Eastern Europe (FAO),,1964,1.0957999
Eastern Europe (FAO),,1965,0.9338
Eastern Europe (FAO),,1966,1.4259
Eastern Europe (FAO),,1967,1.2195
Eastern Europe (FAO),,1968,1.4116
Eastern Europe (FAO),,1969,1.2757
Eastern Europe (FAO),,1970,1.5177
Eastern Europe (FAO),,1971,1.5946
Eastern Europe (FAO),,1972,1.5588
Eastern Europe (FAO),,1973,1.7889999
Eastern Europe (FAO),,1974,1.5295999
Eastern Europe (FAO),,1975,1.2016
Eastern Europe (FAO),,1976,1.7401999
Eastern Europe (FAO),,1977,1.6130999
Eastern Europe (FAO),,1978,1.9900999
Eastern Europe (FAO),,1979,1.6192
Eastern Europe (FAO),,1980,1.7204
Eastern Europe (FAO),,1981,1.5078
Eastern Europe (FAO),,1982,1.6422
Eastern Europe (FAO),,1983,1.7038
Eastern Europe (FAO),,1984,1.6451
Eastern Europe (FAO),,1985,1.7344999
Eastern Europe (FAO),,1986,2.0342999
Eastern Europe (FAO),,1987,1.971
Eastern Europe (FAO),,1988,2.0112
Eastern Europe (FAO),,1989,2.1822
Eastern Europe (FAO),,1990,2.4213
Eastern Europe (FAO),,1991,1.9146999
Eastern Europe (FAO),,1992,2.3617
Eastern Europe (FAO),,1993,2.3581
Eastern Europe (FAO),,1994,2.1159
Eastern Europe (FAO),,1995,2.1682
Eastern Europe (FAO),,1996,1.9782
Eastern Europe (FAO),,1997,2.3690999
Eastern Europe (FAO),,1998,2.0895
Eastern Europe (FAO),,1999,2.0955
Eastern Europe (FAO),,2000,2.0156
Eastern Europe (FAO),,2001,2.5962
Eastern Europe (FAO),,2002,2.4907
Eastern Europe (FAO),,2003,2.115
Eastern Europe (FAO),,2004,2.679
Eastern Europe (FAO),,2005,2.4675999
Eastern Europe (FAO),,2006,2.3441
Eastern Europe (FAO),,2007,2.347
Eastern Europe (FAO),,2008,3.0151
Eastern Europe (FAO),,2009,2.7043
Eastern Europe (FAO),,2010,2.4487
Eastern Europe (FAO),,2011,2.8279
Eastern Europe (FAO),,2012,2.3601
Eastern Europe (FAO),,2013,2.8641999
Eastern Europe (FAO),,2014,3.2057998
Eastern Europe (FAO),,2015,3.0930998
Eastern Europe (FAO),,2016,3.322
Eastern Europe (FAO),,2017,3.6446
Eastern Europe (FAO),,2018,3.2552998
Eastern Europe (FAO),,2019,3.3471
Eastern Europe (FAO),,2020,3.3876
Eastern Europe (FAO),,2021,3.5126
Ecuador,ECU,1961,0.9924
Ecuador,ECU,1962,0.7897
Ecuador,ECU,1963,0.7901
Ecuador,ECU,1964,0.6681
Ecuador,ECU,1965,0.8897
Ecuador,ECU,1966,0.965
Ecuador,ECU,1967,0.9869
Ecuador,ECU,1968,1.0442
Ecuador,ECU,1969,0.9388
Ecuador,ECU,1970,1.0626
Ecuador,ECU,1971,0.90169996
Ecuador,ECU,1972,0.9034
Ecuador,ECU,1973,0.97169995
Ecuador,ECU,1974,0.9774
Ecuador,ECU,1975,0.9205
Ecuador,ECU,1976,0.84999996
Ecuador,ECU,1977,0.97309995
Ecuador,ECU,1978,1.0754
Ecuador,ECU,1979,1.0289999
Ecuador,ECU,1980,0.9693
Ecuador,ECU,1981,1.1141
Ecuador,ECU,1982,1.1658
Ecuador,ECU,1983,1.045
Ecuador,ECU,1984,1.0275
Ecuador,ECU,1985,1.0192
Ecuador,ECU,1986,0.8031
Ecuador,ECU,1987,0.79609996
Ecuador,ECU,1988,0.8671
Ecuador,ECU,1989,0.6665
Ecuador,ECU,1990,0.7967
Ecuador,ECU,1991,0.5696
Ecuador,ECU,1992,0.5911
Ecuador,ECU,1993,0.67109996
Ecuador,ECU,1994,0.6162
Ecuador,ECU,1995,0.6951
Ecuador,ECU,1996,0.61759996
Ecuador,ECU,1997,0.5976
Ecuador,ECU,1998,0.6484
Ecuador,ECU,1999,0.7001
Ecuador,ECU,2000,0.62079996
Ecuador,ECU,2001,0.61
Ecuador,ECU,2002,0.5696
Ecuador,ECU,2003,0.798
Ecuador,ECU,2004,0.8053
Ecuador,ECU,2005,0.722
Ecuador,ECU,2006,0.77739996
Ecuador,ECU,2007,0.8186
Ecuador,ECU,2008,0.7466
Ecuador,ECU,2009,0.8617
Ecuador,ECU,2010,0.8912
Ecuador,ECU,2011,0.9249
Ecuador,ECU,2012,0.7995
Ecuador,ECU,2013,0.7064
Ecuador,ECU,2014,1.1204
Ecuador,ECU,2015,0.7165
Ecuador,ECU,2016,1.525
Ecuador,ECU,2017,1.2924
Ecuador,ECU,2018,1.7141999
Ecuador,ECU,2019,1.6445999
Ecuador,ECU,2020,2.1868
Ecuador,ECU,2021,1.8051
Egypt,EGY,1961,2.4696999
Egypt,EGY,1962,2.6064
Egypt,EGY,1963,2.6425
Egypt,EGY,1964,2.7551
Egypt,EGY,1965,2.6445
Egypt,EGY,1966,2.7029998
Egypt,EGY,1967,2.4508998
Egypt,EGY,1968,2.5349
Egypt,EGY,1969,2.4048998
Egypt,EGY,1970,2.7561
Egypt,EGY,1971,3.0405998
Egypt,EGY,1972,3.0911999
Egypt,EGY,1973,3.6926
Egypt,EGY,1974,3.2686
Egypt,EGY,1975,3.4722
Egypt,EGY,1976,3.3446999
Egypt,EGY,1977,3.332
Egypt,EGY,1978,3.3344
Egypt,EGY,1979,3.1606
Egypt,EGY,1980,3.1174998
Egypt,EGY,1981,3.2974
Egypt,EGY,1982,3.4961998
Egypt,EGY,1983,3.5995998
Egypt,EGY,1984,3.6668
Egypt,EGY,1985,3.7589998
Egypt,EGY,1986,3.8028
Egypt,EGY,1987,4.7158
Egypt,EGY,1988,4.751
Egypt,EGY,1989,4.9416
Egypt,EGY,1990,5.1967
Egypt,EGY,1991,4.8163
Egypt,EGY,1992,5.2546
Egypt,EGY,1993,5.297
Egypt,EGY,1994,5.0025997
Egypt,EGY,1995,5.4221
Egypt,EGY,1996,5.6384
Egypt,EGY,1997,5.5994
Egypt,EGY,1998,5.9895997
Egypt,EGY,1999,6.3466997
Egypt,EGY,2000,6.3422
Egypt,EGY,2001,6.358
Egypt,EGY,2002,6.4344997
Egypt,EGY,2003,6.5000997
Egypt,EGY,2004,6.5566998
Egypt,EGY,2005,6.4929
Egypt,EGY,2006,6.4302998
Egypt,EGY,2007,6.4673
Egypt,EGY,2008,6.5031
Egypt,EGY,2009,6.3828998
Egypt,EGY,2010,5.5741
Egypt,EGY,2011,6.5428
Egypt,EGY,2012,6.5822997
Egypt,EGY,2013,6.6682
Egypt,EGY,2014,6.1752
Egypt,EGY,2015,6.5919
Egypt,EGY,2016,6.6310997
Egypt,EGY,2017,6.8596997
Egypt,EGY,2018,6.2942
Egypt,EGY,2019,6.5003
Egypt,EGY,2020,6.3662996
Egypt,EGY,2021,6.4537
Eritrea,ERI,1993,0.2038
Eritrea,ERI,1994,0.7449
Eritrea,ERI,1995,0.5124
Eritrea,ERI,1996,0.3665
Eritrea,ERI,1997,0.3434
Eritrea,ERI,1998,0.95519996
Eritrea,ERI,1999,0.77
Eritrea,ERI,2000,0.5943
Eritrea,ERI,2001,1.1658
Eritrea,ERI,2002,0.1706
Eritrea,ERI,2003,0.1987
Eritrea,ERI,2004,0.29799998
Eritrea,ERI,2005,1.1565
Eritrea,ERI,2006,1.1603999
Eritrea,ERI,2007,0.83949995
Eritrea,ERI,2008,0.33069998
Eritrea,ERI,2009,1.0705999
Eritrea,ERI,2010,1.1786
Eritrea,ERI,2011,1.1154
Eritrea,ERI,2012,1.2692
Eritrea,ERI,2013,1.1999999
Eritrea,ERI,2014,1.1999999
Eritrea,ERI,2015,1
Eritrea,ERI,2016,1
Eritrea,ERI,2017,1
Eritrea,ERI,2018,1
Eritrea,ERI,2019,1
Eritrea,ERI,2020,1
Eritrea,ERI,2021,1
Estonia,EST,1992,2.0562
Estonia,EST,1993,2.0994
Estonia,EST,1994,1.6686
Estonia,EST,1995,1.9973999
Estonia,EST,1996,2.2045999
Estonia,EST,1997,2.185
Estonia,EST,1998,1.7666
Estonia,EST,1999,1.3377
Estonia,EST,2000,2.1285
Estonia,EST,2001,2.2302
Estonia,EST,2002,2.3025
Estonia,EST,2003,2.1574
Estonia,EST,2004,2.5082998
Estonia,EST,2005,3.0818
Estonia,EST,2006,2.4173
Estonia,EST,2007,3.4745998
Estonia,EST,2008,3.1831
Estonia,EST,2009,3.0146
Estonia,EST,2010,2.744
Estonia,EST,2011,2.8065
Estonia,EST,2012,3.8994
Estonia,EST,2013,3.2754
Estonia,EST,2014,3.9864
Estonia,EST,2015,4.7885
Estonia,EST,2016,2.7684999
Estonia,EST,2017,4.2018
Estonia,EST,2018,2.9129
Estonia,EST,2019,5.0699
Estonia,EST,2020,5.0018997
Estonia,EST,2021,4.0903997
Eswatini,SWZ,1970,2.7895
Eswatini,SWZ,1971,4.5345
Eswatini,SWZ,1972,3.0832999
Eswatini,SWZ,1973,2.9384
Eswatini,SWZ,1974,2.9378
Eswatini,SWZ,1975,1.4684
Eswatini,SWZ,1976,2.0421
Eswatini,SWZ,1977,3.25
Eswatini,SWZ,1978,3.25
Eswatini,SWZ,1979,3.25
Eswatini,SWZ,1980,3.25
Eswatini,SWZ,1981,3.25
Eswatini,SWZ,1982,3.25
Eswatini,SWZ,1983,3.25
Eswatini,SWZ,1984,3.25
Eswatini,SWZ,1985,3.25
Eswatini,SWZ,1986,3.25
Eswatini,SWZ,1987,3.25
Eswatini,SWZ,1988,3.25
Eswatini,SWZ,1989,3.25
Eswatini,SWZ,1990,3.9641
Eswatini,SWZ,1991,2
Eswatini,SWZ,1992,1.6781
Eswatini,SWZ,1993,1.6050999
Eswatini,SWZ,1994,1.4286
Eswatini,SWZ,1995,1.5
Eswatini,SWZ,1996,1.5
Eswatini,SWZ,1997,1.5603
Eswatini,SWZ,1998,1.5909
Eswatini,SWZ,1999,1.5
Eswatini,SWZ,2000,1.5
Eswatini,SWZ,2001,1.5412999
Eswatini,SWZ,2002,1.5392
Eswatini,SWZ,2003,1.5428
Eswatini,SWZ,2004,1.5438
Eswatini,SWZ,2005,1.5451
Eswatini,SWZ,2006,1.5519999
Eswatini,SWZ,2007,1.4772999
Eswatini,SWZ,2008,1.566
Eswatini,SWZ,2009,1.5
Eswatini,SWZ,2010,1.5
Eswatini,SWZ,2011,1.6847
Eswatini,SWZ,2012,2
Eswatini,SWZ,2013,2
Eswatini,SWZ,2014,1.9399999
Eswatini,SWZ,2015,1.7507
Eswatini,SWZ,2016,1.8325
Eswatini,SWZ,2017,1.8549999
Eswatini,SWZ,2018,1.9126999
Eswatini,SWZ,2019,1.867
Eswatini,SWZ,2020,1.8784
Eswatini,SWZ,2021,1.8860999
Ethiopia,ETH,1993,1.5487
Ethiopia,ETH,1994,1.0749
Ethiopia,ETH,1995,1.3105999
Ethiopia,ETH,1996,1.2113999
Ethiopia,ETH,1997,1.2917
Ethiopia,ETH,1998,1.3737999
Ethiopia,ETH,1999,1.115
Ethiopia,ETH,2000,1.1631
Ethiopia,ETH,2001,1.3259
Ethiopia,ETH,2002,1.4354
Ethiopia,ETH,2003,1.3873999
Ethiopia,ETH,2004,1.4691
Ethiopia,ETH,2005,1.5567
Ethiopia,ETH,2006,1.5203999
Ethiopia,ETH,2007,1.6710999
Ethiopia,ETH,2008,1.6244999
Ethiopia,ETH,2009,1.8269
Ethiopia,ETH,2010,1.8384999
Ethiopia,ETH,2011,2.0288
Ethiopia,ETH,2012,2.1102
Ethiopia,ETH,2013,2.4445999
Ethiopia,ETH,2014,2.5433
Ethiopia,ETH,2015,2.7941
Ethiopia,ETH,2016,2.6755
Ethiopia,ETH,2017,2.7361
Ethiopia,ETH,2018,2.7679
Ethiopia,ETH,2019,2.9705
Ethiopia,ETH,2020,2.9954
Ethiopia,ETH,2021,2.6738
Ethiopia (former),OWID_ERE,1961,0.7127
Ethiopia (former),OWID_ERE,1962,0.7127
Ethiopia (former),OWID_ERE,1963,0.7123
Ethiopia (former),OWID_ERE,1964,0.71
Ethiopia (former),OWID_ERE,1965,0.71999997
Ethiopia (former),OWID_ERE,1966,0.72999996
Ethiopia (former),OWID_ERE,1967,0.7327
Ethiopia (former),OWID_ERE,1968,0.7389
Ethiopia (former),OWID_ERE,1969,0.7453
Ethiopia (former),OWID_ERE,1970,0.7549
Ethiopia (former),OWID_ERE,1971,0.76909995
Ethiopia (former),OWID_ERE,1972,0.78679997
Ethiopia (former),OWID_ERE,1973,0.79999995
Ethiopia (former),OWID_ERE,1974,0.79999995
Ethiopia (former),OWID_ERE,1975,0.91349995
Ethiopia (former),OWID_ERE,1976,0.992
Ethiopia (former),OWID_ERE,1977,1.1036
Ethiopia (former),OWID_ERE,1978,0.87039995
Ethiopia (former),OWID_ERE,1979,0.9611
Ethiopia (former),OWID_ERE,1980,1.0023
Ethiopia (former),OWID_ERE,1981,1.1105
Ethiopia (former),OWID_ERE,1982,1.0317
Ethiopia (former),OWID_ERE,1983,1.2838
Ethiopia (former),OWID_ERE,1984,1.0646
Ethiopia (former),OWID_ERE,1985,1.0232999
Ethiopia (former),OWID_ERE,1986,0.996
Ethiopia (former),OWID_ERE,1987,1.1665
